weather_id,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed,city_key,date_key
55,15.9,20.8,11.9,1.5,31,6.3,1,20250107
56,21.8,26.1,16.8,0.0,61,7.4,2,20250107
57,7.7,12.0,4.3,0.0,64,8.2,3,20250107
58,11.7,14.0,9.2,0.0,77,16.5,4,20250107
59,2.4,4.9,0.7,0.1,82,11.2,5,20250107
60,3.8,6.3,2.5,3.8,83,16.2,6,20250107
61,4.1,5.9,1.7,3.2,81,14.1,7,20250107
62,16.4,20.7,12.4,0.0,67,6.6,8,20250107
63,21.9,29.1,14.7,0.0,28,9.7,9,20250107
64,12.3,15.2,8.9,0.0,64,10.1,1,20250108
65,22.2,26.8,18.5,0.0,65,7.6,2,20250108
66,8.0,12.7,3.6,0.0,65,9.0,3,20250108
67,13.7,15.1,12.5,0.0,76,17.4,4,20250108
68,0.6,1.8,-0.8,3.0,93,7.5,5,20250108
69,1.7,2.8,0.7,7.7,91,8.7,6,20250108
70,3.0,6.8,0.3,8.8,92,5.9,7,20250108
71,16.2,22.3,11.0,0.0,50,8.5,8,20250108
72,24.0,31.0,17.2,0.0,31,8.4,9,20250108
73,12.2,15.7,8.4,0.0,66,7.8,1,20250109
74,23.3,29.1,18.7,0.0,46,11.2,2,20250109
75,9.0,13.5,5.3,0.0,60,12.8,3,20250109
76,12.6,14.7,11.3,0.0,81,9.6,4,20250109
77,1.0,3.0,-0.9,0.6,88,9.7,5,20250109
78,5.9,11.2,0.5,4.1,83,14.7,6,20250109
79,4.7,9.9,0.1,14.1,87,12.5,7,20250109
80,16.3,22.9,9.5,0.0,45,4.2,8,20250109
81,24.3,31.3,17.0,0.0,27,8.3,9,20250109
82,13.8,19.2,8.1,0.0,53,4.3,1,20250110
83,22.2,26.8,17.6,0.0,35,15.3,2,20250110
84,9.1,14.5,4.5,0.0,59,9.4,3,20250110
85,11.8,13.9,9.7,0.0,80,9.0,4,20250110
86,-0.7,1.4,-2.0,0.0,90,3.8,5,20250110
87,-0.5,1.9,-2.3,0.0,75,13.3,6,20250110
88,0.7,2.9,-1.3,0.2,82,4.5,7,20250110
89,15.8,20.7,12.2,0.0,51,6.9,8,20250110
90,23.1,29.4,16.9,0.0,29,10.5,9,20250110
91,16.2,21.3,12.2,0.0,40,8.9,1,20250111
92,21.8,26.8,17.9,0.0,45,13.0,2,20250111
93,9.8,13.0,7.1,0.1,77,12.4,3,20250111
94,9.0,12.6,6.7,8.7,88,14.6,4,20250111
95,-2.2,1.6,-3.8,0.0,94,2.3,5,20250111
96,-2.0,-0.3,-3.4,0.0,79,10.5,6,20250111
97,-0.7,2.3,-3.0,0.0,79,5.6,7,20250111
98,15.8,20.4,11.7,0.5,71,6.3,8,20250111
99,21.1,26.9,15.6,0.0,26,12.3,9,20250111
100,15.9,18.8,13.9,0.7,55,6.0,1,20250112
101,21.7,25.9,17.6,0.1,54,8.3,2,20250112
102,11.1,15.9,7.8,0.0,76,5.4,3,20250112
103,7.3,9.4,5.7,6.2,89,15.6,4,20250112
104,-0.7,3.2,-4.5,0.0,92,2.8,5,20250112
105,-2.0,0.0,-3.2,0.1,73,11.5,6,20250112
106,-1.8,1.1,-3.8,0.0,79,6.9,7,20250112
107,16.7,21.6,11.9,0.0,62,3.7,8,20250112
108,21.1,28.4,13.5,0.0,29,10.1,9,20250112
109,13.6,17.6,9.4,0.0,55,8.0,1,20250113
110,23.0,28.1,18.5,0.0,52,9.3,2,20250113
111,10.8,15.6,6.1,0.0,62,8.4,3,20250113
112,5.8,6.5,4.8,16.2,88,22.5,4,20250113
113,3.3,5.9,1.5,0.0,83,8.8,5,20250113
114,-2.6,-0.5,-5.1,0.1,68,7.4,6,20250113
115,-2.6,0.5,-4.3,0.0,75,12.4,7,20250113
116,17.7,23.9,11.5,0.0,49,3.4,8,20250113
117,23.4,30.2,16.7,0.0,30,9.7,9,20250113
118,13.1,17.9,8.3,0.0,53,6.6,1,20250114
119,23.6,27.6,20.5,0.0,34,19.3,2,20250114
120,10.9,15.7,6.0,0.0,50,9.3,3,20250114
121,6.4,7.4,5.6,3.2,81,20.8,4,20250114
122,5.2,8.8,2.5,0.0,90,8.5,5,20250114
123,-3.4,1.8,-6.7,0.0,74,5.6,6,20250114
124,-2.9,0.3,-4.8,0.0,81,4.1,7,20250114
125,17.2,23.7,11.2,0.0,44,1.8,8,20250114
126,23.9,31.4,15.6,0.0,28,6.8,9,20250114
127,14.4,20.8,7.7,0.0,40,4.0,1,20250115
128,21.6,26.1,16.5,0.0,32,17.5,2,20250115
129,12.4,19.3,7.0,0.0,44,6.2,3,20250115
130,6.5,7.9,5.8,13.2,86,21.0,4,20250115
131,8.6,10.0,7.6,0.0,96,4.3,5,20250115
132,-0.6,0.7,-4.1,1.9,81,7.3,6,20250115
133,-1.3,1.9,-4.7,0.3,90,4.6,7,20250115
134,16.6,21.7,12.7,0.0,61,4.9,8,20250115
135,26.2,33.2,18.6,0.0,34,7.2,9,20250115
136,17.1,23.5,10.2,0.0,28,4.4,1,20250116
137,22.0,28.0,16.6,0.0,39,12.8,2,20250116
138,13.2,18.5,9.9,0.0,49,5.2,3,20250116
139,6.1,7.7,4.3,0.9,82,14.2,4,20250116
140,7.4,9.6,6.0,0.0,92,5.6,5,20250116
141,0.3,3.1,-1.4,0.1,93,9.1,6,20250116
142,1.1,3.7,-1.4,0.0,88,10.3,7,20250116
143,17.8,22.6,13.7,0.0,66,11.8,8,20250116
144,28.8,36.0,21.4,0.0,35,9.4,9,20250116
145,17.4,21.2,14.0,0.0,29,9.0,1,20250117
146,22.3,28.6,17.5,0.0,46,10.7,2,20250117
147,11.0,15.9,7.3,0.0,70,6.2,3,20250117
148,5.9,9.1,4.0,0.0,74,7.9,4,20250117
149,5.3,6.5,3.6,0.0,86,5.8,5,20250117
150,-1.1,0.3,-2.9,0.0,95,7.5,6,20250117
151,-0.4,1.3,-1.7,0.0,92,5.3,7,20250117
152,17.2,21.1,14.1,0.0,71,12.4,8,20250117
153,28.8,35.1,22.0,0.0,34,10.1,9,20250117
154,15.3,19.5,10.7,0.0,34,6.3,1,20250118
155,22.0,28.7,16.9,0.0,51,7.3,2,20250118
156,9.8,15.6,5.3,0.0,67,4.9,3,20250118
157,5.7,9.6,2.8,0.0,78,2.9,4,20250118
158,2.6,3.4,2.2,0.0,91,4.1,5,20250118
159,-1.5,0.9,-2.9,0.0,89,5.3,6,20250118
160,-0.9,1.9,-1.8,0.0,88,4.7,7,20250118
161,16.9,21.3,12.4,0.0,61,10.5,8,20250118
162,28.5,35.4,21.6,0.0,37,10.2,9,20250118
163,15.4,19.6,10.6,0.0,35,5.7,1,20250119
164,22.2,29.0,16.8,0.0,41,8.7,2,20250119
165,9.4,15.4,4.7,0.0,69,4.8,3,20250119
166,5.8,10.3,1.9,0.0,86,3.8,4,20250119
167,2.5,3.4,1.8,0.2,84,5.7,5,20250119
168,-0.6,6.3,-4.7,0.0,76,3.3,6,20250119
169,-0.5,2.6,-2.6,0.4,90,2.2,7,20250119
170,16.0,20.4,11.2,0.0,60,5.8,8,20250119
171,28.5,34.8,22.6,0.0,36,11.4,9,20250119
172,15.7,20.2,10.9,0.0,34,6.7,1,20250120
173,23.0,28.1,18.7,0.0,35,8.6,2,20250120
174,10.1,15.1,6.3,0.0,71,8.4,3,20250120
175,6.4,9.4,4.8,0.0,77,10.5,4,20250120
176,3.5,6.0,2.2,0.1,88,4.1,5,20250120
177,0.3,7.4,-3.9,0.0,78,4.6,6,20250120
178,-0.8,4.1,-3.8,0.0,91,1.6,7,20250120
179,16.8,22.4,11.2,0.0,53,5.0,8,20250120
180,28.3,35.0,22.2,0.0,30,12.6,9,20250120
181,15.8,21.1,10.4,0.0,30,7.3,1,20250121
182,23.5,28.8,18.4,0.0,32,9.3,2,20250121
183,10.1,15.2,6.2,0.0,64,9.5,3,20250121
184,6.9,10.0,4.4,0.0,81,6.1,4,20250121
185,2.3,4.9,-1.0,0.0,93,5.1,5,20250121
186,0.2,5.9,-2.4,0.0,81,3.1,6,20250121
187,-0.8,4.7,-3.3,0.3,92,1.7,7,20250121
188,18.2,23.6,13.9,0.6,43,7.5,8,20250121
189,27.4,34.4,20.5,0.0,19,11.8,9,20250121
190,13.3,18.2,8.2,0.0,31,5.9,1,20250122
191,23.9,28.0,20.7,0.0,24,19.8,2,20250122
192,10.0,14.5,6.8,0.1,47,9.5,3,20250122
193,9.2,11.5,7.3,2.8,89,4.8,4,20250122
194,3.2,4.3,2.3,1.0,93,5.4,5,20250122
195,-0.1,4.8,-3.3,0.0,81,5.0,6,20250122
196,-1.2,1.1,-3.4,0.0,95,2.3,7,20250122
197,17.1,21.8,12.7,0.1,68,7.1,8,20250122
198,26.9,33.5,20.4,0.0,22,11.8,9,20250122
199,14.3,18.9,9.4,0.0,29,6.9,1,20250123
200,22.1,28.2,17.8,0.0,32,16.2,2,20250123
201,10.1,14.1,7.7,0.4,74,8.5,3,20250123
202,7.9,10.6,5.5,0.0,95,5.1,4,20250123
203,4.6,8.2,1.5,4.7,88,14.1,5,20250123
204,2.0,5.2,-0.4,1.1,84,11.5,6,20250123
205,1.9,5.9,-2.1,4.7,93,5.0,7,20250123
206,16.4,20.8,12.3,0.0,67,6.2,8,20250123
207,26.1,32.3,20.0,0.0,25,13.9,9,20250123
208,15.8,20.4,11.2,0.0,40,7.8,1,20250124
209,22.2,27.4,18.9,0.0,51,11.3,2,20250124
210,9.5,14.4,6.6,0.8,81,5.6,3,20250124
211,10.2,12.6,6.5,0.0,85,10.0,4,20250124
212,8.9,10.8,6.5,3.8,74,20.5,5,20250124
213,4.0,11.1,-0.1,0.0,79,8.7,6,20250124
214,3.0,8.2,-0.7,0.0,89,5.2,7,20250124
215,16.3,21.5,11.4,0.0,62,4.4,8,20250124
216,24.4,30.1,19.2,0.0,20,14.3,9,20250124
217,17.5,22.5,12.6,0.3,46,6.5,1,20250125
218,21.9,27.8,17.6,0.0,49,9.4,2,20250125
219,10.2,15.0,5.5,0.0,68,3.3,3,20250125
220,9.1,10.5,6.0,22.4,84,8.9,4,20250125
221,5.4,8.0,2.7,2.1,81,7.5,5,20250125
222,6.0,13.5,2.1,0.0,68,7.8,6,20250125
223,5.6,13.3,1.8,0.0,75,4.4,7,20250125
224,16.5,21.1,11.6,0.0,58,4.7,8,20250125
225,23.1,30.2,16.1,0.0,25,9.6,9,20250125
226,16.3,20.2,13.6,2.6,53,5.5,1,20250126
227,21.9,27.9,17.8,0.0,48,9.0,2,20250126
228,10.7,16.4,6.5,0.2,57,6.7,3,20250126
229,7.4,11.6,4.9,0.0,85,7.7,4,20250126
230,4.8,8.9,1.6,8.3,83,17.3,5,20250126
231,4.8,7.2,2.2,0.1,76,13.2,6,20250126
232,4.9,8.8,2.4,1.6,80,8.0,7,20250126
233,16.7,22.0,11.8,0.0,55,5.5,8,20250126
234,23.7,30.1,17.0,0.0,23,9.2,9,20250126
235,15.4,20.1,11.9,0.4,67,5.2,1,20250127
236,21.9,27.1,17.1,0.0,56,6.0,2,20250127
237,11.2,16.2,6.9,0.6,51,5.3,3,20250127
238,7.4,10.6,4.3,0.0,92,5.7,4,20250127
239,7.6,9.4,6.8,9.0,80,23.0,5,20250127
240,5.7,12.2,1.1,2.0,78,6.6,6,20250127
241,5.2,8.6,2.9,20.7,87,7.1,7,20250127
242,16.3,21.4,10.8,0.0,61,5.3,8,20250127
243,24.2,30.4,17.5,0.0,21,11.6,9,20250127
244,15.5,19.8,12.3,0.0,65,5.7,1,20250128
245,22.6,29.2,17.1,0.0,52,5.9,2,20250128
246,9.5,14.3,4.8,0.0,60,10.0,3,20250128
247,9.4,11.9,6.3,0.0,86,9.2,4,20250128
248,8.4,9.5,7.3,4.0,83,20.1,5,20250128
249,3.3,5.4,1.5,14.6,93,11.7,6,20250128
250,4.6,7.1,2.7,9.5,86,6.7,7,20250128
251,16.6,21.3,12.7,0.0,59,9.5,8,20250128
252,22.9,29.1,16.7,0.0,19,11.3,9,20250128
253,15.3,19.4,11.2,0.0,39,6.3,1,20250129
254,24.3,31.7,18.3,0.0,41,10.8,2,20250129
255,10.6,15.9,6.2,0.0,50,9.7,3,20250129
256,12.2,14.9,10.4,0.0,75,15.2,4,20250129
257,6.0,7.8,4.0,0.2,86,9.4,5,20250129
258,4.1,8.5,0.9,5.3,75,14.9,6,20250129
259,5.3,9.2,0.7,3.6,74,12.3,7,20250129
260,16.9,22.9,11.4,0.0,50,8.6,8,20250129
261,21.7,28.1,15.6,0.0,22,11.3,9,20250129
262,14.4,18.6,10.0,0.0,43,8.0,1,20250130
263,25.6,32.1,20.7,0.0,37,11.8,2,20250130
264,11.2,17.2,5.5,0.0,41,7.3,3,20250130
265,11.8,14.2,9.5,0.0,74,7.1,4,20250130
266,4.6,7.5,1.9,0.0,79,9.7,5,20250130
267,2.3,8.0,-2.5,0.0,77,5.9,6,20250130
268,2.4,7.6,-0.9,0.0,88,2.4,7,20250130
269,17.2,23.8,11.5,0.0,62,7.3,8,20250130
270,22.2,29.7,14.5,0.0,26,10.4,9,20250130
271,13.5,18.0,9.1,0.0,34,7.1,1,20250131
272,24.4,28.1,21.1,0.0,30,27.0,2,20250131
273,10.8,14.7,8.0,0.0,56,10.4,3,20250131
274,11.2,13.4,9.4,0.2,81,4.0,4,20250131
275,5.2,8.0,2.1,3.5,91,7.8,5,20250131
276,2.7,4.5,0.3,1.3,86,9.0,6,20250131
277,3.3,4.8,2.0,3.9,93,6.6,7,20250131
278,16.6,22.3,11.0,0.0,58,7.3,8,20250131
279,24.0,30.6,17.3,0.0,26,12.0,9,20250131
280,15.1,22.4,7.9,0.0,25,3.7,1,20250201
281,22.2,27.1,17.8,0.0,16,18.2,2,20250201
282,10.4,15.5,6.2,0.0,70,5.8,3,20250201
283,8.7,13.1,6.7,0.0,93,5.1,4,20250201
284,5.2,6.9,2.8,0.0,86,7.3,5,20250201
285,0.7,3.3,-1.1,0.0,83,9.5,6,20250201
286,2.0,3.2,1.2,0.0,85,9.7,7,20250201
287,16.4,21.9,10.7,0.0,59,7.1,8,20250201
288,24.9,31.5,18.1,0.0,32,10.7,9,20250201
289,15.1,19.1,11.0,0.0,25,7.8,1,20250202
290,20.6,26.3,14.2,0.0,19,14.8,2,20250202
291,11.3,17.4,5.9,0.0,53,4.9,3,20250202
292,9.0,12.3,7.5,0.0,83,10.0,4,20250202
293,3.4,7.5,-0.4,0.0,85,6.7,5,20250202
294,-0.7,1.4,-2.8,0.0,89,4.6,6,20250202
295,1.6,3.5,-0.3,0.0,89,4.1,7,20250202
296,16.4,22.0,11.7,0.0,58,10.9,8,20250202
297,26.0,32.2,19.7,0.0,37,10.0,9,20250202
298,14.2,19.0,8.6,0.0,27,4.5,1,20250203
299,22.1,26.7,17.9,0.0,30,17.6,2,20250203
300,12.7,19.2,7.7,0.0,35,4.2,3,20250203
301,7.1,11.4,3.9,0.0,91,7.1,4,20250203
302,4.1,7.8,-1.2,0.0,93,8.5,5,20250203
303,-0.6,1.7,-3.4,0.0,90,3.6,6,20250203
304,1.2,3.5,-0.9,0.0,93,3.5,7,20250203
305,17.6,23.3,12.0,0.0,55,7.9,8,20250203
306,26.9,33.4,20.5,0.0,35,9.0,9,20250203
307,16.9,23.7,10.1,0.0,21,6.1,1,20250204
308,21.5,27.5,16.1,0.0,19,15.7,2,20250204
309,13.3,19.8,8.2,0.0,38,5.4,3,20250204
310,5.7,7.0,4.1,0.1,67,19.8,4,20250204
311,8.2,10.1,6.1,0.2,87,15.3,5,20250204
312,-1.0,3.0,-4.1,0.0,88,3.8,6,20250204
313,0.4,3.7,-1.4,0.0,94,2.3,7,20250204
314,16.9,21.8,12.6,0.0,69,7.2,8,20250204
315,28.0,34.9,21.0,0.0,31,8.8,9,20250204
316,18.7,26.0,11.1,0.0,18,7.8,1,20250205
317,20.3,25.2,14.9,0.0,42,8.6,2,20250205
318,9.1,11.4,7.1,3.0,86,16.4,3,20250205
319,3.5,4.7,2.1,1.6,70,18.4,4,20250205
320,5.9,9.1,2.5,0.0,84,7.6,5,20250205
321,-0.2,5.6,-2.9,0.0,86,4.4,6,20250205
322,-0.5,3.8,-3.5,0.0,89,2.4,7,20250205
323,16.0,20.8,12.0,0.0,62,10.2,8,20250205
324,28.4,35.2,21.7,0.0,30,11.5,9,20250205
325,23.2,28.9,18.2,0.0,23,10.1,1,20250206
326,21.5,25.2,17.9,0.0,68,7.3,2,20250206
327,5.1,6.5,4.2,17.1,91,22.5,3,20250206
328,2.7,4.1,2.0,3.6,74,18.5,4,20250206
329,3.9,7.3,0.7,0.0,84,10.8,5,20250206
330,-0.1,2.0,-2.3,0.0,84,9.2,6,20250206
331,0.5,2.2,-1.5,0.1,87,7.2,7,20250206
332,13.9,15.7,12.7,0.0,50,14.9,8,20250206
333,26.4,33.0,19.7,0.0,22,13.8,9,20250206
334,18.3,22.8,13.9,0.0,32,9.7,1,20250207
335,21.6,25.0,18.1,0.0,69,6.0,2,20250207
336,5.7,8.3,4.0,0.9,87,13.8,3,20250207
337,3.2,4.8,1.9,7.1,78,16.7,4,20250207
338,3.4,4.0,2.6,4.6,86,16.8,5,20250207
339,0.5,3.0,-0.8,0.0,81,11.1,6,20250207
340,1.2,5.4,-1.2,0.0,84,6.6,7,20250207
341,14.0,17.1,11.4,0.0,50,8.5,8,20250207
342,25.5,32.8,18.6,0.0,24,13.9,9,20250207
343,15.0,20.7,9.3,0.0,31,5.5,1,20250208
344,22.1,25.5,19.1,0.0,68,6.8,2,20250208
345,5.7,9.9,3.2,0.0,71,11.2,3,20250208
346,4.3,5.9,3.1,3.8,82,17.1,4,20250208
347,4.7,6.2,3.4,2.2,90,10.0,5,20250208
348,1.4,8.5,-2.1,0.0,77,4.5,6,20250208
349,1.1,7.5,-2.4,0.0,83,2.8,7,20250208
350,13.8,18.2,9.7,0.1,48,6.5,8,20250208
351,25.1,32.0,18.2,0.0,20,13.1,9,20250208
352,14.7,18.8,10.2,0.0,28,5.6,1,20250209
353,21.8,26.3,18.4,0.0,74,6.0,2,20250209
354,5.6,9.5,1.7,0.0,75,6.8,3,20250209
355,4.3,6.5,3.2,1.2,75,17.8,4,20250209
356,3.4,5.8,1.3,1.0,90,9.6,5,20250209
357,1.4,6.4,-1.5,0.0,83,3.5,6,20250209
358,2.5,6.2,-0.5,0.0,88,3.5,7,20250209
359,13.4,17.1,9.5,0.2,56,6.6,8,20250209
360,25.3,32.9,17.9,0.0,18,11.3,9,20250209
361,15.7,21.0,10.6,0.0,32,10.1,1,20250210
362,22.4,26.4,18.5,0.0,73,4.8,2,20250210
363,6.7,9.7,4.9,0.8,87,12.5,3,20250210
364,3.8,6.0,2.2,1.0,74,15.5,4,20250210
365,3.6,4.6,2.5,3.5,89,15.0,5,20250210
366,0.8,5.2,-1.5,0.0,90,4.1,6,20250210
367,1.9,6.5,-0.9,0.7,94,3.4,7,20250210
368,13.9,18.3,9.7,0.0,57,7.3,8,20250210
369,26.1,33.7,18.6,0.0,18,10.6,9,20250210
370,18.0,23.6,12.5,0.0,34,11.9,1,20250211
371,23.1,26.8,19.2,0.0,73,5.7,2,20250211
372,7.7,12.1,4.1,0.2,78,7.1,3,20250211
373,2.1,3.5,1.0,6.1,85,14.6,4,20250211
374,3.7,5.0,2.6,0.0,88,6.5,5,20250211
375,1.4,4.9,-0.9,1.4,91,3.6,6,20250211
376,4.2,7.3,2.1,6.1,96,2.1,7,20250211
377,13.6,18.5,9.1,0.0,54,6.5,8,20250211
378,26.6,33.8,19.5,0.0,22,10.2,9,20250211
379,21.3,26.7,16.3,0.0,32,10.9,1,20250212
380,23.5,27.2,19.8,0.0,74,5.7,2,20250212
381,6.7,11.1,3.6,0.4,85,8.6,3,20250212
382,2.5,5.2,-0.4,7.8,86,10.5,4,20250212
383,4.4,6.0,3.2,0.2,85,6.9,5,20250212
384,5.6,11.9,2.0,3.6,89,4.6,6,20250212
385,6.1,11.6,1.6,0.6,88,3.6,7,20250212
386,13.5,18.9,8.6,0.0,56,7.5,8,20250212
387,26.0,31.9,19.8,0.0,28,12.1,9,20250212
388,18.4,21.6,16.3,9.1,65,4.8,1,20250213
389,23.0,28.0,17.7,0.0,74,5.0,2,20250213
390,7.0,10.0,5.1,0.1,82,14.9,3,20250213
391,5.0,6.9,2.9,0.0,71,7.4,4,20250213
392,3.4,4.7,2.4,0.2,81,8.0,5,20250213
393,3.8,6.0,0.0,8.7,93,11.7,6,20250213
394,4.5,6.5,2.4,10.3,93,7.0,7,20250213
395,13.6,18.9,9.1,0.0,51,6.6,8,20250213
396,26.5,32.5,20.3,0.0,29,11.1,9,20250213
397,18.0,23.0,15.5,2.4,79,6.5,1,20250214
398,23.4,27.8,19.9,0.0,62,4.1,2,20250214
399,7.3,12.6,2.4,0.0,73,4.8,3,20250214
400,7.2,9.7,4.6,0.0,72,8.8,4,20250214
401,2.5,4.9,0.9,0.0,75,9.6,5,20250214
402,-1.2,-0.3,-2.3,0.8,84,6.6,6,20250214
403,-0.4,2.2,-1.7,2.3,86,8.9,7,20250214
404,13.6,19.4,7.8,0.0,50,8.8,8,20250214
405,28.1,34.7,21.2,0.0,31,9.0,9,20250214
406,13.1,15.2,11.4,11.8,88,6.9,1,20250215
407,23.8,28.7,19.4,0.0,62,4.3,2,20250215
408,8.6,14.8,3.3,3.8,57,11.0,3,20250215
409,9.6,12.6,6.9,3.2,80,12.0,4,20250215
410,3.2,5.6,1.8,0.9,84,7.6,5,20250215
411,-1.4,1.6,-3.4,0.0,72,7.0,6,20250215
412,-1.0,2.6,-2.7,0.0,78,7.7,7,20250215
413,15.0,21.2,9.1,0.0,57,8.8,8,20250215
414,28.0,34.2,22.0,0.0,21,10.4,9,20250215
415,14.8,19.5,10.9,1.8,86,8.5,1,20250216
416,24.1,28.6,19.8,0.0,51,3.9,2,20250216
417,8.5,13.5,4.3,0.6,68,7.2,3,20250216
418,7.7,9.8,6.2,3.8,90,12.2,4,20250216
419,2.8,4.3,2.0,0.0,79,10.8,5,20250216
420,-2.5,-1.2,-3.7,3.0,79,8.9,6,20250216
421,-0.1,3.9,-2.6,0.0,80,4.7,7,20250216
422,16.1,22.0,10.7,0.0,54,3.4,8,20250216
423,26.2,32.7,19.7,0.0,9,10.8,9,20250216
424,17.3,21.8,13.5,0.5,85,5.9,1,20250217
425,23.8,28.5,19.2,0.0,60,4.3,2,20250217
426,9.8,15.9,4.9,0.0,67,6.0,3,20250217
427,5.5,6.1,4.9,19.8,93,15.7,4,20250217
428,1.7,5.1,-0.5,0.0,76,9.6,5,20250217
429,-2.4,1.1,-5.1,0.0,66,8.6,6,20250217
430,0.2,3.2,-2.5,0.0,82,5.9,7,20250217
431,17.1,22.6,11.4,0.0,44,7.8,8,20250217
432,27.1,34.9,19.2,0.0,11,10.2,9,20250217
433,15.1,17.9,13.0,1.2,77,6.1,1,20250218
434,24.4,30.0,20.1,0.0,48,4.5,2,20250218
435,11.0,17.3,5.7,0.0,57,2.8,3,20250218
436,5.7,7.3,4.9,0.5,77,16.0,4,20250218
437,2.4,6.3,-0.1,0.0,77,10.3,5,20250218
438,-2.5,1.1,-5.8,0.0,66,8.7,6,20250218
439,0.6,5.0,-2.3,0.0,84,6.5,7,20250218
440,17.9,23.5,12.6,0.0,32,7.2,8,20250218
441,28.5,35.7,21.4,0.0,14,10.9,9,20250218
442,14.3,18.3,11.3,3.7,70,5.4,1,20250219
443,24.9,30.9,20.3,0.0,47,4.7,2,20250219
444,11.6,16.1,8.7,0.0,55,6.1,3,20250219
445,3.6,5.1,1.8,5.6,81,15.9,4,20250219
446,4.5,7.8,1.4,0.0,80,8.5,5,20250219
447,-2.6,2.5,-6.3,0.0,56,9.0,6,20250219
448,0.4,5.4,-2.8,0.0,82,3.9,7,20250219
449,17.4,22.4,13.3,0.0,55,7.6,8,20250219
450,28.6,35.5,21.7,0.0,12,11.1,9,20250219
451,17.7,24.6,11.9,1.0,56,9.9,1,20250220
452,23.9,28.3,20.0,0.0,63,5.6,2,20250220
453,8.8,11.2,6.5,2.2,82,19.0,3,20250220
454,1.5,3.1,0.0,2.2,68,17.7,4,20250220
455,11.0,12.8,7.9,3.1,91,18.1,5,20250220
456,2.2,10.7,-3.8,0.0,69,4.5,6,20250220
457,2.9,10.8,-0.9,0.0,84,2.0,7,20250220
458,15.9,20.1,12.5,0.2,62,7.9,8,20250220
459,27.4,33.6,21.2,0.0,11,15.0,9,20250220
